"COMMON.NAME" "SCIENTIFIC.NAME" "OBSERVATION.COUNT" "LATITUDE" "LONGITUDE" "DATE" "MONTH" "DAY" "MIGRANT"
"Striated Heron" "Butorides striata" "1" 25.205159 55.29646 "1999-03-03" "03" 62 "no"
"White Stork" "Ciconia ciconia" "1" 25.169707 55.432797 "1999-10-26" "10" 299 "yes"
"Pallid Harrier" "Circus macrourus" "1" 25.086263 55.163731 "1998-11-16" "11" 320 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-12-06" "12" 340 "no"
"Gray Heron" "Ardea cinerea" "6" 25.086263 55.163731 "1999-10-14" "10" 287 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1999-08-29" "08" 241 "no"
"Indian Pond-Heron" "Ardeola grayii" "1" 25.185622 55.2467036 "1999-02-10" "02" 41 "no"
"Indian Pond-Heron" "Ardeola grayii" "1" 25.185622 55.2467036 "1999-01-11" "01" 11 "no"
"House Crow" "Corvus splendens" "4" 25.185622 55.2467036 "1990-05-17" "05" 137 "no"
"Little Egret" "Egretta garzetta" "3" 25.1921346 55.3193807 "1999-01-15" "01" 15 "no"
"Imperial Eagle" "Aquila heliaca" "1" 25.1921346 55.3193807 "1999-12-08" "12" 342 "yes"
"Great Egret" "Ardea alba" "1" 25.205159 55.29646 "1999-10-14" "10" 287 "no"
"Bonelli's Eagle" "Aquila fasciata" "1" 25.205159 55.29646 "1999-09-29" "09" 272 "yes"
"Lanner Falcon" "Falco biarmicus" "1" 25.086263 55.163731 "1995-02-15" "02" 46 "yes"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1999-12-06" "12" 340 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1998-11-14" "11" 318 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.086263 55.163731 "1999-08-30" "08" 242 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-11-02" "11" 306 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1999-11-26" "11" 330 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-12-22" "12" 356 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-05-01" "05" 121 "no"
"Striated Heron" "Butorides striata" "20" 25.1921346 55.3193807 "1986-02-26" "02" 57 "no"
"Great Egret" "Ardea alba" "X" 25.1921346 55.3193807 "1999-11-15" "11" 319 "no"
"Common Myna" "Acridotheres tristis" "X" 25.218198 55.44909 "1992-02-22" "02" 53 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.205159 55.29646 "1999-11-29" "11" 333 "yes"
"Imperial Eagle" "Aquila heliaca" "1" 25.205159 55.29646 "1989-11-20" "11" 324 "yes"
"Gray Heron" "Ardea cinerea" "7" 25.205159 55.29646 "1999-09-29" "09" 272 "no"
"Steppe Eagle" "Aquila nipalensis" "1" 25.205159 55.29646 "1989-12-01" "12" 335 "yes"
"Long-legged Buzzard" "Buteo rufinus" "1" 25.205159 55.29646 "1989-01-02" "01" 2 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-12-01" "12" 335 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1999-10-21" "10" 294 "no"
"Great Egret" "Ardea alba" "1" 25.086263 55.163731 "1999-10-16" "10" 289 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.185622 55.2467036 "1990-09-21" "09" 264 "yes"
"Great Egret" "Ardea alba" "24" 25.1921346 55.3193807 "1999-01-15" "01" 15 "no"
"Great Egret" "Ardea alba" "36" 25.1921346 55.3193807 "1992-01-25" "01" 25 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "4" 25.1921346 55.3193807 "1999-10-22" "10" 295 "yes"
"Gray Heron" "Ardea cinerea" "74" 25.1921346 55.3193807 "1995-11-10" "11" 314 "no"
"Pallid Harrier" "Circus macrourus" "1" 24.790492 55.182906 "1996-03-29" "03" 89 "yes"
"House Crow" "Corvus splendens" "X" 25.195034 55.276385 "1995-12-25" "12" 359 "no"
"Little Egret" "Egretta garzetta" "2" 25.2052 55.2965 "1990-07-12" "07" 193 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1996-01-05" "01" 5 "yes"
"Purple Heron" "Ardea purpurea" "2" 25.205159 55.29646 "1990-09-20" "09" 263 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.205159 55.29646 "1999-02-10" "02" 41 "yes"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1997-04-25" "04" 115 "no"
"European Roller" "Coracias garrulus" "1" 25.086263 55.163731 "1997-04-25" "04" 115 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1998-01-02" "01" 2 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.086263 55.163731 "1998-10-19" "10" 292 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1999-07-10" "07" 191 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1999-05-25" "05" 145 "no"
"House Crow" "Corvus splendens" "X" 25.185622 55.2467036 "1991-01-04" "01" 4 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.1921346 55.3193807 "1999-10-02" "10" 275 "yes"
"Steppe Eagle" "Aquila nipalensis" "2" 25.1921346 55.3193807 "1989-03-03" "03" 62 "yes"
"Western Reef-Heron" "Egretta gularis" "2" 25.1921346 55.3193807 "1990-07-20" "07" 201 "no"
"Long-legged Buzzard" "Buteo rufinus" "2" 25.205159 55.29646 "1989-01-21" "01" 21 "yes"
"White Stork" "Ciconia ciconia" "5" 25.169707 55.432797 "1999-01-09" "01" 9 "yes"
"Gray Heron" "Ardea cinerea" "3" 25.169707 55.432797 "1999-10-22" "10" 295 "no"
"House Crow" "Corvus splendens" "X" 25.086263 55.163731 "1999-05-31" "05" 151 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-03-07" "03" 66 "no"
"Common Myna" "Acridotheres tristis" "5" 25.185622 55.2467036 "1990-05-01" "05" 121 "no"
"House Crow" "Corvus splendens" "X" 25.185622 55.2467036 "1990-04-28" "04" 118 "no"
"House Crow" "Corvus splendens" "1" 25.185622 55.2467036 "1990-02-28" "02" 59 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-05-17" "05" 137 "no"
"Gray Heron" "Ardea cinerea" "36" 25.1921346 55.3193807 "1997-04-25" "04" 115 "no"
"Lesser Kestrel" "Falco naumanni" "1" 25.06287 55.583679 "1999-04-09" "04" 99 "yes"
"Gray Heron" "Ardea cinerea" "1" 24.813432 56.142749 "1998-10-28" "10" 301 "no"
"Indian Roller" "Coracias benghalensis" "1" 24.985556 55.024179 "1999-03-11" "03" 70 "no"
"Common Myna" "Acridotheres tristis" "X" 25.218198 55.44909 "1999-03-19" "03" 78 "no"
"Bonelli's Eagle" "Aquila fasciata" "1" 25.205159 55.29646 "1999-10-04" "10" 277 "yes"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1999-04-03" "04" 93 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1999-09-28" "09" 271 "no"
"House Crow" "Corvus splendens" "X" 25.086263 55.163731 "1999-05-17" "05" 137 "no"
"Great Gray Shrike" "Lanius excubitor" "3" 25.185622 55.2467036 "1999-11-10" "11" 314 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-05-19" "05" 139 "no"
"Black-winged Kite" "Elanus caeruleus" "1" 25.2183754 55.2505875 "1993-11-06" "11" 310 "yes"
"Peregrine Falcon" "Falco peregrinus" "1" 25.1921346 55.3193807 "1985-01-31" "01" 31 "yes"
"Western Reef-Heron" "Egretta gularis" "46" 25.1921346 55.3193807 "1994-12-09" "12" 343 "no"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1999-11-07" "11" 311 "no"
"Greater Spotted Eagle" "Clanga clanga" "11" 25.1921346 55.3193807 "1995-12-05" "12" 339 "yes"
"Gray Heron" "Ardea cinerea" "4" 25.1921346 55.3193807 "1990-07-20" "07" 201 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 24.790492 55.182906 "1996-03-22" "03" 82 "yes"
"European Roller" "Coracias garrulus" "1" 25.2052 55.2965 "1990-04-05" "04" 95 "no"
"Little Egret" "Egretta garzetta" "3" 25.205159 55.29646 "1999-11-26" "11" 330 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.205159 55.29646 "1999-11-24" "11" 328 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.205159 55.29646 "1996-01-18" "01" 18 "yes"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-10-04" "10" 277 "no"
"Gray Heron" "Ardea cinerea" "6" 25.086263 55.163731 "1999-03-03" "03" 62 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1998-12-03" "12" 337 "no"
"House Crow" "Corvus splendens" "10" 25.185622 55.2467036 "1991-03-08" "03" 67 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.185622 55.2467036 "1991-03-08" "03" 67 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-11-09" "11" 313 "yes"
"Greater Spotted Eagle" "Clanga clanga" "5" 25.1921346 55.3193807 "1996-01-04" "01" 4 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "1" 24.813432 56.142749 "1999-06-03" "06" 154 "yes"
"Eurasian Sparrowhawk" "Accipiter nisus" "2" 24.985556 55.024179 "1996-03-07" "03" 67 "yes"
"White Stork" "Ciconia ciconia" "3" 25.169707 55.432797 "1999-09-24" "09" 267 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1998-11-01" "11" 305 "no"
"Indian Roller" "Coracias benghalensis" "6" 25.086263 55.163731 "1998-12-05" "12" 339 "no"
"Common Myna" "Acridotheres tristis" "150" 25.086263 55.163731 "1999-08-31" "08" 243 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1998-10-14" "10" 287 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.086263 55.163731 "1998-10-12" "10" 285 "no"
"Purple Heron" "Ardea purpurea" "1" 25.086263 55.163731 "1998-10-08" "10" 281 "no"
"Little Bittern" "Ixobrychus minutus" "1" 25.086263 55.163731 "1990-10-18" "10" 291 "no"
"Little Bittern" "Ixobrychus minutus" "3" 25.086263 55.163731 "1990-10-09" "10" 282 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-02-20" "02" 51 "yes"
"Little Egret" "Egretta garzetta" "6" 25.1921346 55.3193807 "1998-12-01" "12" 335 "no"
"Little Egret" "Egretta garzetta" "1" 25.1921346 55.3193807 "1999-04-05" "04" 95 "no"
"Indian Roller" "Coracias benghalensis" "X" 25.159611 55.41546 "1999-07-11" "07" 192 "no"
"Western Reef-Heron" "Egretta gularis" "4" 25.2052 55.2965 "1990-07-25" "07" 206 "no"
"Short-toed Snake-Eagle" "Circaetus gallicus" "1" 25.035517 55.116478 "1991-10-11" "10" 284 "yes"
"Indian Roller" "Coracias benghalensis" "X" 25.218198 55.44909 "1991-01-03" "01" 3 "no"
"Imperial Eagle" "Aquila heliaca" "1" 25.271479 55.302357 "1987-12-11" "12" 345 "yes"
"Little Egret" "Egretta garzetta" "2" 25.205159 55.29646 "1998-09-10" "09" 253 "no"
"Booted Eagle" "Hieraaetus pennatus" "1" 25.205159 55.29646 "1999-10-27" "10" 300 "yes"
"Common Myna" "Acridotheres tristis" "1000" 25.205159 55.29646 "1999-03-12" "03" 71 "no"
"Steppe Eagle" "Aquila nipalensis" "1" 25.205159 55.29646 "1990-01-09" "01" 9 "yes"
"Great Egret" "Ardea alba" "6" 25.205159 55.29646 "1995-12-26" "12" 360 "no"
"Common Myna" "Acridotheres tristis" "X" 25.169707 55.432797 "1999-11-20" "11" 324 "no"
"House Crow" "Corvus splendens" "4" 25.185622 55.2467036 "1990-05-17" "05" 137 "no"
"Hen Harrier" "Circus cyaneus" "1" 25.185622 55.2467036 "1981-02-23" "02" 54 "yes"
"House Crow" "Corvus splendens" "2" 25.185622 55.2467036 "1991-04-19" "04" 109 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.185622 55.2467036 "1990-05-23" "05" 143 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-03-17" "03" 76 "no"
"Gray Heron" "Ardea cinerea" "103" 25.1921346 55.3193807 "1999-02-10" "02" 41 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-03-03" "03" 62 "yes"
"Imperial Eagle" "Aquila heliaca" "1" 25.1921346 55.3193807 "1999-11-07" "11" 311 "yes"
"Gray Heron" "Ardea cinerea" "6" 25.1921346 55.3193807 "1995-07-06" "07" 187 "no"
"Steppe Eagle" "Aquila nipalensis" "1" 25.1921346 55.3193807 "1990-11-29" "11" 333 "yes"
"Great Egret" "Ardea alba" "30" 25.1921346 55.3193807 "1999-11-18" "11" 322 "no"
"Little Egret" "Egretta garzetta" "1" 25.205159 55.29646 "1996-01-05" "01" 5 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.205159 55.29646 "1991-01-08" "01" 8 "yes"
"Little Egret" "Egretta garzetta" "2" 25.205159 55.29646 "1998-09-03" "09" 246 "no"
"Shikra" "Accipiter badius" "1" 25.205159 55.29646 "1996-10-18" "10" 292 "yes"
"Western Reef-Heron" "Egretta gularis" "11" 25.205159 55.29646 "1992-10-08" "10" 282 "no"
"Common Myna" "Acridotheres tristis" "300" 25.205159 55.29646 "1995-12-26" "12" 360 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1998-10-06" "10" 279 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1998-10-17" "10" 290 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-11-20" "11" 324 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "4" 25.1921346 55.3193807 "1999-01-23" "01" 23 "yes"
"House Crow" "Corvus splendens" "X" 25.1921346 55.3193807 "1990-01-01" "01" 1 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1999-12-30" "12" 364 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.1921346 55.3193807 "1999-12-17" "12" 351 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1998-11-07" "11" 311 "yes"
"Great Egret" "Ardea alba" "1" 25.1921346 55.3193807 "1990-07-27" "07" 208 "no"
"Western Reef-Heron" "Egretta gularis" "X" 25.1921346 55.3193807 "1993-12-18" "12" 352 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.2052 55.2965 "1990-08-15" "08" 227 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.2052 55.2965 "1990-04-05" "04" 95 "no"
"Brown-necked Raven" "Corvus ruficollis" "X" 24.994245 55.5775042 "1995-11-29" "11" 333 "no"
"Gray Heron" "Ardea cinerea" "90" 25.205159 55.29646 "1989-09-25" "09" 268 "no"
"Gray Heron" "Ardea cinerea" "2" 25.205159 55.29646 "1999-11-24" "11" 328 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1999-03-11" "03" 70 "no"
"Pallid Harrier" "Circus macrourus" "1" 25.086263 55.163731 "1998-11-25" "11" 329 "yes"
"House Crow" "Corvus splendens" "209" 25.086263 55.163731 "1997-09-27" "09" 270 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1999-11-29" "11" 333 "no"
"Western Reef-Heron" "Egretta gularis" "11" 25.086263 55.163731 "1998-09-11" "09" 254 "no"
"Common Myna" "Acridotheres tristis" "X" 25.086263 55.163731 "1998-11-14" "11" 318 "no"
"Gray Heron" "Ardea cinerea" "2" 25.185622 55.2467036 "1999-12-14" "12" 348 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-11-29" "11" 333 "yes"
"Western Reef-Heron" "Egretta gularis" "26" 25.1921346 55.3193807 "1995-12-08" "12" 342 "no"
"Gray Heron" "Ardea cinerea" "X" 25.2052 55.2965 "1990-09-27" "09" 270 "no"
"Indian Roller" "Coracias benghalensis" "4" 25.218198 55.44909 "1994-01-24" "01" 24 "no"
"Gray Heron" "Ardea cinerea" "1" 25.205159 55.29646 "1999-07-11" "07" 192 "no"
"Bonelli's Eagle" "Aquila fasciata" "1" 25.205159 55.29646 "1990-03-03" "03" 62 "yes"
"Great Egret" "Ardea alba" "2" 25.205159 55.29646 "1999-11-29" "11" 333 "no"
"Bonelli's Eagle" "Aquila fasciata" "2" 25.205159 55.29646 "1991-09-22" "09" 265 "yes"
"Shikra" "Accipiter badius" "2" 25.205159 55.29646 "1996-06-27" "06" 179 "yes"
"Peregrine Falcon" "Falco peregrinus" "1" 25.086263 55.163731 "1999-10-12" "10" 285 "yes"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1999-01-20" "01" 20 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1991-04-19" "04" 109 "no"
"Little Egret" "Egretta garzetta" "1" 25.1921346 55.3193807 "1999-01-09" "01" 9 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.1921346 55.3193807 "1998-10-30" "10" 303 "no"
"Lesser Kestrel" "Falco naumanni" "2" 24.790492 55.182906 "1996-03-29" "03" 89 "yes"
"Gray Heron" "Ardea cinerea" "1" 25.159611 55.41546 "1999-04-02" "04" 92 "no"
"Gray Heron" "Ardea cinerea" "1" 25.035517 55.116478 "1999-12-28" "12" 362 "no"
"Striated Heron" "Butorides striata" "1" 25.205159 55.29646 "1999-03-08" "03" 67 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1999-03-03" "03" 62 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-01-11" "01" 11 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1990-10-18" "10" 291 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.185622 55.2467036 "1998-12-03" "12" 337 "no"
"House Crow" "Corvus splendens" "X" 25.185622 55.2467036 "1998-12-03" "12" 337 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-05-04" "05" 124 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.185622 55.2467036 "1990-10-12" "10" 285 "no"
"Western Reef-Heron" "Egretta gularis" "6" 25.1921346 55.3193807 "1996-01-18" "01" 18 "no"
"Greater Spotted Eagle" "Clanga clanga" "X" 25.1921346 55.3193807 "1990-01-01" "01" 1 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.1921346 55.3193807 "1990-04-12" "04" 102 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.159611 55.41546 "1999-03-20" "03" 79 "yes"
"Gray Heron" "Ardea cinerea" "X" 25.2052 55.2965 "1990-09-13" "09" 256 "no"
"Little Egret" "Egretta garzetta" "1" 25.2052 55.2965 "1990-04-05" "04" 95 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.218198 55.44909 "1998-10-08" "10" 281 "no"
"Great Egret" "Ardea alba" "1" 25.205159 55.29646 "1999-11-15" "11" 319 "no"
"Great Egret" "Ardea alba" "2" 25.205159 55.29646 "1999-09-08" "09" 251 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.205159 55.29646 "1996-01-18" "01" 18 "no"
"Common Myna" "Acridotheres tristis" "10" 25.169707 55.432797 "1999-05-19" "05" 139 "no"
"Common Myna" "Acridotheres tristis" "X" 25.086263 55.163731 "1999-04-05" "04" 95 "no"
"Purple Heron" "Ardea purpurea" "1" 25.086263 55.163731 "1999-04-04" "04" 94 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.185622 55.2467036 "1991-03-08" "03" 67 "no"
"European Roller" "Coracias garrulus" "1" 25.185622 55.2467036 "1990-10-12" "10" 285 "no"
"Great Gray Shrike" "Lanius excubitor" "4" 25.185622 55.2467036 "1990-09-21" "09" 264 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.185622 55.2467036 "1990-09-21" "09" 264 "yes"
"Little Egret" "Egretta garzetta" "1" 25.1921346 55.3193807 "1999-02-10" "02" 41 "no"
"Short-eared Owl" "Asio flammeus" "1" 25.1921346 55.3193807 "1999-11-24" "11" 328 "yes"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1996-01-04" "01" 4 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.159611 55.41546 "1999-02-26" "02" 57 "yes"
"Indian Roller" "Coracias benghalensis" "X" 25.218198 55.44909 "1992-02-22" "02" 53 "no"
"Bank Myna" "Acridotheres ginginianus" "24" 25.205159 55.29646 "1999-09-01" "09" 244 "no"
"Long-legged Buzzard" "Buteo rufinus" "1" 25.205159 55.29646 "1989-11-18" "11" 322 "yes"
"Little Egret" "Egretta garzetta" "12" 25.205159 55.29646 "1999-01-23" "01" 23 "no"
"Common Myna" "Acridotheres tristis" "450" 25.205159 55.29646 "1995-02-01" "02" 32 "no"
"Steppe Eagle" "Aquila nipalensis" "1" 25.205159 55.29646 "1989-11-07" "11" 311 "yes"
"Common Myna" "Acridotheres tristis" "4" 25.23824 55.326775 "1999-12-25" "12" 359 "no"
"White Stork" "Ciconia ciconia" "7" 25.169707 55.432797 "1999-02-26" "02" 57 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-03-08" "03" 67 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-09-21" "09" 264 "no"
"European Roller" "Coracias garrulus" "1" 25.086263 55.163731 "1999-09-30" "09" 273 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-09-11" "09" 254 "no"
"Purple Heron" "Ardea purpurea" "2" 25.086263 55.163731 "1998-10-12" "10" 285 "no"
"Common Myna" "Acridotheres tristis" "1" 25.185622 55.2467036 "1990-03-15" "03" 74 "no"
"Common Myna" "Acridotheres tristis" "1" 25.185622 55.2467036 "1991-01-04" "01" 4 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1999-10-04" "10" 277 "yes"
"Steppe Eagle" "Aquila nipalensis" "1" 25.205159 55.29646 "1987-10-13" "10" 286 "yes"
"Shikra" "Accipiter badius" "1" 25.205159 55.29646 "1996-04-09" "04" 100 "yes"
"Striated Heron" "Butorides striata" "1" 25.205159 55.29646 "1993-03-13" "03" 72 "no"
"Striated Heron" "Butorides striata" "1" 25.205159 55.29646 "1996-01-18" "01" 18 "no"
"European Roller" "Coracias garrulus" "4" 25.185622 55.2467036 "1990-03-22" "03" 81 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1996-11-28" "11" 333 "no"
"Great Gray Shrike" "Lanius excubitor" "5" 25.086263 55.163731 "1998-09-13" "09" 256 "no"
"House Crow" "Corvus splendens" "X" 25.086263 55.163731 "1999-10-26" "10" 299 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1996-10-30" "10" 304 "no"
"Little Bittern" "Ixobrychus minutus" "1" 25.185622 55.2467036 "1990-09-13" "09" 256 "no"
"Gray Heron" "Ardea cinerea" "70" 25.1921346 55.3193807 "1998-12-06" "12" 340 "no"
"Little Egret" "Egretta garzetta" "10" 25.205159 55.29646 "1999-01-30" "01" 30 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.205159 55.29646 "1999-01-20" "01" 20 "yes"
"Indian Roller" "Coracias benghalensis" "4" 25.086263 55.163731 "1998-11-10" "11" 314 "no"
"Common Myna" "Acridotheres tristis" "X" 25.086263 55.163731 "1998-09-17" "09" 260 "no"
"Great Gray Shrike" "Lanius excubitor" "3" 25.086263 55.163731 "1999-10-26" "10" 299 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1999-01-23" "01" 23 "no"
"Common Myna" "Acridotheres tristis" "10" 25.185622 55.2467036 "1991-03-08" "03" 67 "no"
"Common Myna" "Acridotheres tristis" "1" 25.18465 55.24805 "1993-01-07" "01" 7 "no"
"Long-legged Buzzard" "Buteo rufinus" "1" 25.148473 55.311131 "1989-12-03" "12" 337 "yes"
"Bonelli's Eagle" "Aquila fasciata" "2" 25.2052 55.2965 "1990-12-06" "12" 340 "yes"
"Little Egret" "Egretta garzetta" "X" 25.2052 55.2965 "1990-03-29" "03" 88 "no"
"Little Egret" "Egretta garzetta" "3" 25.205159 55.29646 "1991-08-25" "08" 237 "no"
"Little Egret" "Egretta garzetta" "2" 25.205159 55.29646 "1994-01-23" "01" 23 "no"
"Gray Heron" "Ardea cinerea" "2" 25.205159 55.29646 "1999-03-26" "03" 85 "no"
"Steppe Eagle" "Aquila nipalensis" "1" 25.205159 55.29646 "1990-12-14" "12" 348 "yes"
"White Stork" "Ciconia ciconia" "2" 25.169707 55.432797 "1999-07-05" "07" 186 "yes"
"Western Reef-Heron" "Egretta gularis" "1" 25.169707 55.432797 "1999-11-05" "11" 309 "no"
"Gray Heron" "Ardea cinerea" "6" 25.086263 55.163731 "1999-09-23" "09" 266 "no"
"Common Myna" "Acridotheres tristis" "500" 25.086263 55.163731 "1998-10-17" "10" 290 "no"
"Great Gray Shrike" "Lanius excubitor" "5" 25.086263 55.163731 "1998-10-11" "10" 284 "no"
"European Roller" "Coracias garrulus" "1" 25.086263 55.163731 "1999-09-05" "09" 248 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.185622 55.2467036 "1990-09-06" "09" 249 "no"
"House Crow" "Corvus splendens" "X" 25.185622 55.2467036 "1991-03-08" "03" 67 "no"
"Gray Heron" "Ardea cinerea" "52" 25.1921346 55.3193807 "1992-01-08" "01" 8 "no"
"Great Egret" "Ardea alba" "3" 25.2052 55.2965 "1990-07-25" "07" 206 "no"
"Jungle Myna" "Acridotheres fuscus" "5" 25.271479 55.302357 "1977-11-15" "11" 319 "no"
"Great Gray Shrike" "Lanius excubitor" "X" 25.205159 55.29646 "1993-03-13" "03" 72 "no"
"Pallid Harrier" "Circus macrourus" "1" 25.169707 55.432797 "1999-11-20" "11" 324 "yes"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-03-26" "03" 85 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-11-01" "11" 305 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1999-01-30" "01" 30 "no"
"Great Gray Shrike" "Lanius excubitor" "4" 25.086263 55.163731 "1999-04-16" "04" 106 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1998-11-14" "11" 318 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1999-04-21" "04" 111 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1990-03-30" "03" 89 "no"
"Greater Spotted Eagle" "Clanga clanga" "4" 25.1921346 55.3193807 "1999-10-22" "10" 295 "yes"
"Imperial Eagle" "Aquila heliaca" "1" 25.1921346 55.3193807 "1999-11-07" "11" 311 "yes"
"Gray Heron" "Ardea cinerea" "191" 25.1921346 55.3193807 "1996-11-07" "11" 312 "no"
"Common Myna" "Acridotheres tristis" "1" 25.159611 55.41546 "1999-12-12" "12" 346 "no"
