"COMMON.NAME" "SCIENTIFIC.NAME" "OBSERVATION.COUNT" "LATITUDE" "LONGITUDE" "DATE" "MONTH" "DAY" "MIGRANT"
"Montagu's Harrier" "Circus pygargus" "1" 25.086263 55.163731 "1998-10-11" "10" 284 "yes"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1994-10-13" "10" 286 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-04-28" "04" 118 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.185622 55.2467036 "1991-03-08" "03" 67 "no"
"Western Reef-Heron" "Egretta gularis" "10" 25.1921346 55.3193807 "1999-04-02" "04" 92 "no"
"Indian Roller" "Coracias benghalensis" "2" 24.813432 56.142749 "1998-09-18" "09" 261 "no"
"Greater Spotted Eagle" "Clanga clanga" "X" 25.2052 55.2965 "1990-03-02" "03" 61 "yes"
"Great Egret" "Ardea alba" "3" 25.205159 55.29646 "1990-07-25" "07" 206 "no"
"Gray Heron" "Ardea cinerea" "4" 25.205159 55.29646 "1999-01-17" "01" 17 "no"
"Bank Myna" "Acridotheres ginginianus" "12" 25.205159 55.29646 "1995-02-01" "02" 32 "no"
"Peregrine Falcon" "Falco peregrinus" "1" 25.169707 55.432797 "1999-10-22" "10" 295 "yes"
"House Crow" "Corvus splendens" "1" 25.086263 55.163731 "1998-01-02" "01" 2 "no"
"House Crow" "Corvus splendens" "21" 25.086263 55.163731 "1999-11-07" "11" 311 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-12-05" "12" 339 "no"
"Great Egret" "Ardea alba" "1" 25.086263 55.163731 "1999-09-28" "09" 271 "no"
"Cattle Egret" "Bubulcus ibis" "16" 25.185622 55.2467036 "1991-12-31" "12" 365 "no"
"Great Egret" "Ardea alba" "1" 25.185622 55.2467036 "1999-09-24" "09" 267 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1990-04-06" "04" 96 "no"
"European Roller" "Coracias garrulus" "2" 25.185622 55.2467036 "1991-04-19" "04" 109 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-10-14" "10" 287 "yes"
"Little Egret" "Egretta garzetta" "5" 25.1921346 55.3193807 "1999-11-07" "11" 311 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.159611 55.41546 "1999-12-12" "12" 346 "no"
"Hen Harrier" "Circus cyaneus" "1" 25.205159 55.29646 "1989-11-18" "11" 322 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.205159 55.29646 "1999-03-26" "03" 85 "yes"
"Common Myna" "Acridotheres tristis" "2" 25.23824 55.326775 "1977-05-03" "05" 123 "no"
"White Stork" "Ciconia ciconia" "3" 25.169707 55.432797 "1999-01-28" "01" 28 "yes"
"White Stork" "Ciconia ciconia" "3" 25.169707 55.432797 "1999-11-05" "11" 309 "yes"
"European Roller" "Coracias garrulus" "1" 25.086263 55.163731 "1999-09-25" "09" 268 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1999-03-03" "03" 62 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-01-22" "01" 22 "no"
"European Roller" "Coracias garrulus" "X" 25.086263 55.163731 "1990-09-27" "09" 270 "no"
"Imperial Eagle" "Aquila heliaca" "1" 25.1921346 55.3193807 "1995-04-08" "04" 98 "yes"
"Western Reef-Heron" "Egretta gularis" "X" 25.1921346 55.3193807 "1999-11-07" "11" 311 "no"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1993-12-18" "12" 352 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.06287 55.583679 "1999-04-02" "04" 92 "no"
"Bonelli's Eagle" "Aquila fasciata" "1" 25.205159 55.29646 "1999-10-02" "10" 275 "yes"
"Purple Heron" "Ardea purpurea" "1" 25.205159 55.29646 "1999-09-08" "09" 251 "no"
"Striated Heron" "Butorides striata" "1" 25.205159 55.29646 "1998-10-19" "10" 292 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-12-14" "12" 348 "no"
"Imperial Eagle" "Aquila heliaca" "1" 25.1921346 55.3193807 "1999-12-06" "12" 340 "yes"
"Imperial Eagle" "Aquila heliaca" "1" 25.1921346 55.3193807 "1995-01-06" "01" 6 "yes"
"House Crow" "Corvus splendens" "1" 25.18465 55.24805 "1993-01-07" "01" 7 "no"
"Little Egret" "Egretta garzetta" "X" 25.2052 55.2965 "1990-09-20" "09" 263 "no"
"Great Egret" "Ardea alba" "1" 25.2087535 55.3001546 "1999-01-17" "01" 17 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.205159 55.29646 "1995-12-26" "12" 360 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.23824 55.326775 "1999-12-25" "12" 359 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1998-01-02" "01" 2 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.086263 55.163731 "1999-06-24" "06" 175 "no"
"House Crow" "Corvus splendens" "30" 25.086263 55.163731 "1999-09-11" "09" 254 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-06-07" "06" 158 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.185622 55.2467036 "1991-03-15" "03" 74 "no"
"House Crow" "Corvus splendens" "X" 25.185622 55.2467036 "1990-03-01" "03" 60 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1990-05-14" "05" 134 "no"
"Peregrine Falcon" "Falco peregrinus" "1" 25.1921346 55.3193807 "1992-11-14" "11" 319 "yes"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "1999-11-15" "11" 319 "yes"
"Imperial Eagle" "Aquila heliaca" "1" 25.06287 55.583679 "1998-04-11" "04" 101 "yes"
"Great Gray Shrike" "Lanius excubitor" "2" 25.159611 55.41546 "1999-03-20" "03" 79 "no"
"Lesser Spotted Eagle" "Clanga pomarina" "1" 25.205159 55.29646 "1993-12-01" "12" 335 "yes"
"Gray Heron" "Ardea cinerea" "3" 25.205159 55.29646 "1996-06-28" "06" 180 "no"
"Eurasian Sparrowhawk" "Accipiter nisus" "1" 25.205159 55.29646 "1989-09-22" "09" 265 "yes"
"Great Egret" "Ardea alba" "6" 25.205159 55.29646 "1999-12-17" "12" 351 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.169707 55.432797 "1999-12-12" "12" 346 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.169707 55.432797 "1999-04-10" "04" 100 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1996-11-28" "11" 333 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-10-30" "10" 303 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-11-25" "11" 329 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1995-12-25" "12" 359 "no"
"Shikra" "Accipiter badius" "1" 25.185622 55.2467036 "1997-07-17" "07" 198 "yes"
"Peregrine Falcon" "Falco peregrinus" "1" 25.185622 55.2467036 "1985-12-12" "12" 346 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1990-05-10" "05" 130 "no"
"Black-winged Kite" "Elanus caeruleus" "1" 25.2183754 55.2505875 "1984-02-24" "02" 55 "yes"
"Western Reef-Heron" "Egretta gularis" "5" 25.1921346 55.3193807 "1990-07-27" "07" 208 "no"
"Little Egret" "Egretta garzetta" "2" 24.813432 56.142749 "1998-09-18" "09" 261 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.159611 55.41546 "1999-07-11" "07" 192 "no"
"Gray Heron" "Ardea cinerea" "10" 25.2052 55.2965 "1990-09-07" "09" 250 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.218198 55.44909 "1999-03-19" "03" 78 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1998-11-07" "11" 311 "yes"
"Great Egret" "Ardea alba" "4" 25.205159 55.29646 "1999-01-30" "01" 30 "no"
"Gray Heron" "Ardea cinerea" "40" 25.205159 55.29646 "1999-09-08" "09" 251 "no"
"Striated Heron" "Butorides striata" "3" 25.205159 55.29646 "1992-03-15" "03" 75 "no"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.205159 55.29646 "1996-01-18" "01" 18 "yes"
"Bank Myna" "Acridotheres ginginianus" "2" 25.086263 55.163731 "1999-02-19" "02" 50 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.1921346 55.3193807 "1998-10-16" "10" 289 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "4" 25.1921346 55.3193807 "1999-11-07" "11" 311 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "X" 25.1921346 55.3193807 "1990-02-22" "02" 53 "yes"
"Lesser Kestrel" "Falco naumanni" "2" 24.985556 55.024179 "1995-11-10" "11" 314 "yes"
"Gray Heron" "Ardea cinerea" "1" 25.218198 55.44909 "1999-03-19" "03" 78 "no"
"Bank Myna" "Acridotheres ginginianus" "10" 25.205159 55.29646 "1988-12-31" "12" 366 "no"
"Little Egret" "Egretta garzetta" "2" 25.205159 55.29646 "1999-01-17" "01" 17 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.205159 55.29646 "1990-09-20" "09" 263 "yes"
"Indian Roller" "Coracias benghalensis" "2" 25.205159 55.29646 "1999-11-29" "11" 333 "no"
"Striated Heron" "Butorides striata" "3" 25.205159 55.29646 "1992-04-15" "04" 106 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1998-09-13" "09" 256 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-04-19" "04" 109 "no"
"Gray Heron" "Ardea cinerea" "3" 25.086263 55.163731 "1999-01-30" "01" 30 "no"
"Indian Roller" "Coracias benghalensis" "6" 25.086263 55.163731 "1999-11-29" "11" 333 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1999-01-22" "01" 22 "no"
"Accipiter sp." "Accipiter sp." "1" 25.185622 55.2467036 "1990-05-17" "05" 137 "yes"
"Gray Heron" "Ardea cinerea" "2" 25.185622 55.2467036 "1998-11-26" "11" 330 "no"
"Common Myna" "Acridotheres tristis" "5" 25.185622 55.2467036 "1990-03-22" "03" 81 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-03-17" "03" 76 "no"
"Western Reef-Heron" "Egretta gularis" "30" 25.1921346 55.3193807 "1994-09-02" "09" 245 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "8" 25.1921346 55.3193807 "1999-11-24" "11" 328 "yes"
"Common Myna" "Acridotheres tristis" "2" 25.250831 55.371639 "1998-02-22" "02" 53 "no"
"Cattle Egret" "Bubulcus ibis" "6" 25.169707 55.432797 "1999-11-20" "11" 324 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1998-11-16" "11" 320 "no"
"Great Gray Shrike" "Lanius excubitor" "3" 25.086263 55.163731 "1998-11-07" "11" 311 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1999-09-24" "09" 267 "no"
"Gray Heron" "Ardea cinerea" "X" 25.185622 55.2467036 "1991-01-04" "01" 4 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "5" 25.1921346 55.3193807 "1998-10-19" "10" 292 "yes"
"Western Reef-Heron" "Egretta gularis" "1" 25.1921346 55.3193807 "1999-01-29" "01" 29 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1995-12-25" "12" 359 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.1921346 55.3193807 "1996-01-04" "01" 4 "yes"
"Indian Roller" "Coracias benghalensis" "4" 25.06287 55.583679 "1999-04-09" "04" 99 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.205159 55.29646 "1994-01-23" "01" 23 "yes"
"Great Egret" "Ardea alba" "5" 25.205159 55.29646 "1999-01-20" "01" 20 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1995-12-08" "12" 342 "no"
"Gray Heron" "Ardea cinerea" "X" 25.086263 55.163731 "1993-12-18" "12" 352 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.185622 55.2467036 "1991-03-08" "03" 67 "no"
"House Crow" "Corvus splendens" "50" 25.185622 55.2467036 "1999-01-07" "01" 7 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-03-05" "03" 64 "no"
"House Crow" "Corvus splendens" "4" 25.185622 55.2467036 "1990-03-22" "03" 81 "no"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.1921346 55.3193807 "1999-04-02" "04" 92 "yes"
"Western Reef-Heron" "Egretta gularis" "6" 25.1921346 55.3193807 "1999-12-06" "12" 340 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.1921346 55.3193807 "1995-11-10" "11" 314 "yes"
"Western Reef-Heron" "Egretta gularis" "20" 25.1921346 55.3193807 "1990-08-16" "08" 228 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.035517 55.116478 "1999-12-28" "12" 362 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.205159 55.29646 "1993-03-13" "03" 72 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-11-25" "11" 329 "no"
"Indian Roller" "Coracias benghalensis" "5" 25.086263 55.163731 "1998-01-29" "01" 29 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-09-05" "09" 248 "no"
"Peregrine Falcon" "Falco peregrinus" "1" 25.086263 55.163731 "1999-11-13" "11" 317 "yes"
"Gray Heron" "Ardea cinerea" "116" 25.1921346 55.3193807 "1988-10-02" "10" 276 "no"
"Great Egret" "Ardea alba" "22" 25.1921346 55.3193807 "1994-12-09" "12" 343 "no"
"Gray Heron" "Ardea cinerea" "20" 25.1921346 55.3193807 "1999-12-06" "12" 340 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "X" 25.1921346 55.3193807 "1991-01-01" "01" 1 "yes"
"Common Myna" "Acridotheres tristis" "X" 25.1921346 55.3193807 "1990-02-22" "02" 53 "no"
"Western Reef-Heron" "Egretta gularis" "2" 24.813432 56.142749 "1999-02-26" "02" 57 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.2052 55.2965 "1992-02-10" "02" 41 "no"
"Purple Heron" "Ardea purpurea" "1" 25.205159 55.29646 "1998-07-15" "07" 196 "no"
"Imperial Eagle" "Aquila heliaca" "1" 25.205159 55.29646 "1999-12-19" "12" 353 "yes"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.205159 55.29646 "1999-10-27" "10" 300 "yes"
"Purple Heron" "Ardea purpurea" "1" 25.169707 55.432797 "1999-10-26" "10" 299 "no"
"Gray Heron" "Ardea cinerea" "1" 25.169707 55.432797 "1999-11-20" "11" 324 "no"
"Gray Heron" "Ardea cinerea" "1" 25.086263 55.163731 "1998-12-05" "12" 339 "no"
"Gray Heron" "Ardea cinerea" "2" 25.086263 55.163731 "1999-07-03" "07" 184 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1998-10-29" "10" 302 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 25.185622 55.2467036 "1998-03-19" "03" 78 "yes"
"Gray Heron" "Ardea cinerea" "210" 25.1921346 55.3193807 "1998-11-20" "11" 324 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.036842 55.592214 "1998-10-24" "10" 297 "no"
"Shikra" "Accipiter badius" "2" 25.205159 55.29646 "1998-11-24" "11" 328 "yes"
"Gray Heron" "Ardea cinerea" "62" 25.205159 55.29646 "1989-09-16" "09" 259 "no"
"Common Myna" "Acridotheres tristis" "4" 25.23824 55.326775 "1999-12-25" "12" 359 "no"
"Common Myna" "Acridotheres tristis" "6" 25.086263 55.163731 "1995-12-08" "12" 342 "no"
"Purple Heron" "Ardea purpurea" "1" 25.086263 55.163731 "1998-10-11" "10" 284 "no"
"Little Egret" "Egretta garzetta" "5" 25.086263 55.163731 "1998-09-17" "09" 260 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.086263 55.163731 "1998-09-05" "09" 248 "no"
"Great Gray Shrike" "Lanius excubitor" "3" 25.086263 55.163731 "1998-10-14" "10" 287 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "X" 25.1921346 55.3193807 "1998-09-10" "09" 253 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "1" 24.790492 55.182906 "1998-12-11" "12" 345 "yes"
"Bonelli's Eagle" "Aquila fasciata" "1" 25.2029643 55.2732453 "1999-12-24" "12" 358 "yes"
"Eurasian Kestrel" "Falco tinnunculus" "2" 25.205159 55.29646 "1999-11-27" "11" 331 "yes"
"Great Gray Shrike" "Lanius excubitor" "1" 25.169707 55.432797 "1999-03-20" "03" 79 "no"
"Purple Heron" "Ardea purpurea" "1" 25.169707 55.432797 "1999-09-24" "09" 267 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "2" 25.169707 55.432797 "1999-10-22" "10" 295 "yes"
"Gray Heron" "Ardea cinerea" "4" 25.086263 55.163731 "1999-10-26" "10" 299 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-11-20" "11" 324 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1990-05-14" "05" 134 "no"
"Purple Heron" "Ardea purpurea" "1" 25.185622 55.2467036 "1999-09-24" "09" 267 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "5" 25.1921346 55.3193807 "1999-11-06" "11" 310 "yes"
"Little Egret" "Egretta garzetta" "2" 25.1921346 55.3193807 "1999-10-26" "10" 299 "no"
"Western Reef-Heron" "Egretta gularis" "46" 25.1921346 55.3193807 "1995-11-10" "11" 314 "no"
"Indian Roller" "Coracias benghalensis" "2" 25.218198 55.44909 "1999-04-10" "04" 100 "no"
"Jungle Myna" "Acridotheres fuscus" "1" 25.271479 55.302357 "1977-02-01" "02" 32 "no"
"Shikra" "Accipiter badius" "1" 25.205159 55.29646 "1996-06-28" "06" 180 "yes"
"Little Egret" "Egretta garzetta" "4" 25.205159 55.29646 "1999-11-24" "11" 328 "no"
"European Roller" "Coracias garrulus" "1" 25.169707 55.432797 "1999-10-26" "10" 299 "no"
"Indian Roller" "Coracias benghalensis" "3" 25.086263 55.163731 "1996-11-28" "11" 333 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1999-02-26" "02" 57 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1998-12-05" "12" 339 "no"
"Western Reef-Heron" "Egretta gularis" "2" 25.086263 55.163731 "1999-07-14" "07" 195 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-03-21" "03" 80 "no"
"Little Bittern" "Ixobrychus minutus" "1" 25.086263 55.163731 "1999-10-09" "10" 282 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.086263 55.163731 "1999-06-26" "06" 177 "no"
"House Crow" "Corvus splendens" "3" 25.185622 55.2467036 "1990-05-14" "05" 134 "no"
"Common Myna" "Acridotheres tristis" "119" 25.185622 55.2467036 "1989-07-02" "07" 183 "no"
"Eurasian Kestrel" "Falco tinnunculus" "2" 25.185622 55.2467036 "1999-11-10" "11" 314 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "4" 25.1921346 55.3193807 "1999-03-12" "03" 71 "yes"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1999-04-04" "04" 94 "no"
"Greater Spotted Eagle" "Clanga clanga" "9" 25.1921346 55.3193807 "1995-12-08" "12" 342 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "3" 25.1921346 55.3193807 "1999-12-25" "12" 359 "yes"
"Little Egret" "Egretta garzetta" "1" 25.18465 55.24805 "1993-01-07" "01" 7 "no"
"Eurasian Kestrel" "Falco tinnunculus" "1" 24.985556 55.024179 "1995-01-20" "01" 20 "yes"
"Great Egret" "Ardea alba" "3" 25.205159 55.29646 "1990-09-13" "09" 256 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.169707 55.432797 "1999-08-31" "08" 243 "no"
"Cattle Egret" "Bubulcus ibis" "7" 25.169707 55.432797 "1999-10-22" "10" 295 "no"
"Eurasian Hobby" "Falco subbuteo" "1" 25.169707 55.432797 "1999-11-05" "11" 309 "yes"
"Indian Roller" "Coracias benghalensis" "2" 25.086263 55.163731 "1999-12-22" "12" 356 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.1921346 55.3193807 "1999-11-29" "11" 333 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.1921346 55.3193807 "1999-10-14" "10" 287 "yes"
"Great Egret" "Ardea alba" "5" 25.1921346 55.3193807 "1998-12-06" "12" 340 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "6" 25.1921346 55.3193807 "1998-12-01" "12" 335 "yes"
"Western Reef-Heron" "Egretta gularis" "60" 25.1921346 55.3193807 "1999-10-22" "10" 295 "no"
"Gray Heron" "Ardea cinerea" "34" 25.1921346 55.3193807 "1991-07-15" "07" 196 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.159611 55.41546 "1999-07-03" "07" 184 "no"
"Great Egret" "Ardea alba" "X" 25.2052 55.2965 "1990-03-29" "03" 88 "no"
"Gray Heron" "Ardea cinerea" "X" 25.205159 55.29646 "1999-11-15" "11" 319 "no"
"Gray Heron" "Ardea cinerea" "20" 25.205159 55.29646 "1993-03-13" "03" 72 "no"
"Gray Heron" "Ardea cinerea" "1" 25.169707 55.432797 "1999-10-22" "10" 295 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1999-01-28" "01" 28 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1998-12-06" "12" 340 "no"
"Gray Heron" "Ardea cinerea" "1" 25.185622 55.2467036 "1990-09-13" "09" 256 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.185622 55.2467036 "1999-01-11" "01" 11 "no"
"Indian Roller" "Coracias benghalensis" "1" 25.185622 55.2467036 "1999-09-24" "09" 267 "no"
"Gray Heron" "Ardea cinerea" "1" 25.18465 55.24805 "1993-01-07" "01" 7 "no"
"Western Reef-Heron" "Egretta gularis" "1" 25.205159 55.29646 "1996-01-05" "01" 5 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.205159 55.29646 "1993-04-02" "04" 92 "no"
"Eurasian Sparrowhawk" "Accipiter nisus" "2" 25.205159 55.29646 "1996-01-18" "01" 18 "yes"
"Western Reef-Heron" "Egretta gularis" "1" 25.169707 55.432797 "1999-11-13" "11" 317 "no"
"Purple Heron" "Ardea purpurea" "6" 25.086263 55.163731 "1998-09-02" "09" 245 "no"
"White-eyed Buzzard" "Butastur teesa" "1" 25.086263 55.163731 "1998-09-22" "09" 265 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1999-03-12" "03" 71 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1990-03-10" "03" 69 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "5" 25.1921346 55.3193807 "1999-01-15" "01" 15 "yes"
"Imperial Eagle" "Aquila heliaca" "1" 25.1921346 55.3193807 "1999-02-16" "02" 47 "yes"
"Gray Heron" "Ardea cinerea" "X" 25.1921346 55.3193807 "1990-02-22" "02" 53 "no"
"Western Reef-Heron" "Egretta gularis" "13" 24.813432 56.142749 "1999-01-14" "01" 14 "no"
"Brown-necked Raven" "Corvus ruficollis" "90" 25.08448 55.404502 "1997-12-04" "12" 338 "no"
"Gray Heron" "Ardea cinerea" "X" 25.2052 55.2965 "1990-04-05" "04" 95 "no"
"Common Myna" "Acridotheres tristis" "X" 25.2052 55.2965 "1990-03-02" "03" 61 "no"
"Striated Heron" "Butorides striata" "1" 25.205159 55.29646 "1999-11-15" "11" 319 "no"
"Cattle Egret" "Bubulcus ibis" "1" 25.205159 55.29646 "1993-03-13" "03" 72 "no"
"Common Myna" "Acridotheres tristis" "1" 25.169707 55.432797 "1999-10-22" "10" 295 "no"
"Little Egret" "Egretta garzetta" "1" 25.086263 55.163731 "1999-03-02" "03" 61 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.086263 55.163731 "1995-12-08" "12" 342 "no"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1999-10-15" "10" 288 "no"
"Gray Heron" "Ardea cinerea" "10" 25.086263 55.163731 "1998-10-12" "10" 285 "no"
"Gray Heron" "Ardea cinerea" "5" 25.185622 55.2467036 "1998-12-03" "12" 337 "no"
"Common Myna" "Acridotheres tristis" "X" 25.185622 55.2467036 "1999-01-11" "01" 11 "no"
"Greater Spotted Eagle" "Clanga clanga" "2" 25.1921346 55.3193807 "1999-01-09" "01" 9 "yes"
"Great Egret" "Ardea alba" "X" 25.1921346 55.3193807 "1991-01-01" "01" 1 "no"
"Bonelli's Eagle" "Aquila fasciata" "1" 24.790492 55.182906 "1996-02-29" "02" 60 "yes"
"House Crow" "Corvus splendens" "2" 25.218198 55.44909 "1992-02-22" "02" 53 "no"
"Great Gray Shrike" "Lanius excubitor" "2" 25.218198 55.44909 "1998-10-08" "10" 281 "no"
"Short-toed Snake-Eagle" "Circaetus gallicus" "1" 25.205159 55.29646 "1991-01-08" "01" 8 "yes"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "1" 25.205159 55.29646 "1999-01-17" "01" 17 "yes"
"White-eyed Buzzard" "Butastur teesa" "1" 25.158914 55.324651 "1997-12-08" "12" 342 "no"
"Cattle Egret" "Bubulcus ibis" "4" 25.169707 55.432797 "1999-10-11" "10" 284 "no"
"White Stork" "Ciconia ciconia" "2" 25.169707 55.432797 "1999-05-19" "05" 139 "yes"
"Western Reef-Heron" "Egretta gularis" "1" 25.086263 55.163731 "1999-09-05" "09" 248 "no"
"Common Myna" "Acridotheres tristis" "X" 25.086263 55.163731 "1998-09-09" "09" 252 "no"
"Great Gray Shrike" "Lanius excubitor" "X" 25.185622 55.2467036 "1991-01-04" "01" 4 "no"
"Great Egret" "Ardea alba" "1" 25.1921346 55.3193807 "1998-10-18" "10" 291 "no"
"Eurasian Marsh-Harrier" "Circus aeruginosus" "6" 25.1921346 55.3193807 "1999-02-10" "02" 41 "yes"
"Western Reef-Heron" "Egretta gularis" "X" 25.1921346 55.3193807 "1995-12-25" "12" 359 "no"
"Common Myna" "Acridotheres tristis" "X" 25.1921346 55.3193807 "1993-12-18" "12" 352 "no"
"Gray Heron" "Ardea cinerea" "3" 25.1295807 55.2327854 "1999-01-26" "01" 26 "no"
"Long-legged Buzzard" "Buteo rufinus" "X" 25.2052 55.2965 "1990-03-02" "03" 61 "yes"
"Greater Spotted Eagle" "Clanga clanga" "1" 25.2052 55.2965 "1990-03-29" "03" 88 "yes"
"Common Myna" "Acridotheres tristis" "300" 25.205159 55.29646 "1995-11-28" "11" 332 "no"
"Great Gray Shrike" "Lanius excubitor" "1" 25.205159 55.29646 "1990-04-05" "04" 95 "no"
"White Stork" "Ciconia ciconia" "3" 25.169707 55.432797 "1999-11-20" "11" 324 "yes"
"Montagu's Harrier" "Circus pygargus" "1" 25.169707 55.432797 "1999-03-01" "03" 60 "yes"
"Striated Heron" "Butorides striata" "1" 25.086263 55.163731 "1998-10-24" "10" 297 "no"
"House Crow" "Corvus splendens" "X" 25.086263 55.163731 "1999-11-15" "11" 319 "no"
