"nest";"year";"first_egg";"start_expo";"last_ok";"last_control";"end_expo";"fate";"logger_fate";"end_type";"temperature";"lat";"lon"
"71_2019";"2019";2019-03-31 13:35:00;2019-04-02 09:28:00;2019-04-04 13:35:00;2019-04-06 13:00:00;2019-04-04 13:35:00;2;"no";"visit";NA;24.8419828738784;55.3504813612091
"71_2020";"2020";2020-04-19 13:45:00;2020-04-23 13:45:00;2020-05-21 12:42:00;2020-05-21 14:40:00;2020-05-20 12:42:00;1;"no";"logger";NA;24.8401650041342;55.3559639956802
"72_2018";"2018";NA;2018-04-08 15:51:00;2018-04-08 15:51:00;2018-05-08 14:25:00;2018-04-09 15:51:00;0;"no";"last_ok+1";NA;24.8361888581935;55.3927308561329
"72_2019";"2019";2019-03-30 09:23:00;2019-04-02 10:58:00;2019-05-01 17:00:00;2019-05-01 17:58:00;2019-04-30 17:00:00;1;"no";"logger";NA;24.8378103261011;55.3819791505647
"72_2020";"2020";2020-04-01 12:02:12;2020-04-27 08:55:00;2020-04-27 08:55:00;2020-05-07 09:35:00;2020-05-01 12:02:12;1;"no";"hde";NA;24.8436360340565;55.3654499631375
"73_2018";"2018";NA;2018-04-08 16:28:00;2018-04-08 16:28:00;2018-05-14 12:24:00;2018-05-05 13:20:00;1;"no";"visit";NA;24.8355557770151;55.3815272043883
"73_2019";"2019";2019-04-01 08:04:48;2019-04-03 10:34:00;2019-05-06 11:50:00;2019-05-08 14:50:00;2019-05-07 11:50:00;1;"no";"hde";NA;24.8373866661084;55.3923307435965
"73_2020";"2020";2020-03-28 04:58:24;2020-04-27 09:32:00;2020-04-27 09:32:00;2020-04-30 10:45:00;2020-04-28 09:32:00;1;"no";"hde";NA;24.8444889765233;55.3661029972136
"74_2018";"2018";NA;2018-04-08 17:15:00;2018-04-08 17:15:00;2018-04-16 12:50:00;2018-04-09 17:15:00;0;"no";"last_ok+1";NA;24.8361548276667;55.3774128442679
"74_2019";"2019";2019-04-02 10:44:00;2019-04-04 11:16:00;2019-04-08 10:07:00;2019-05-07 16:50:00;2019-04-08 10:07:00;2;"no";"visit";NA;24.8363393524868;55.3938272187213
"74_2020";"2020";2020-03-28 10:22:00;2020-04-27 10:22:00;2020-04-27 10:22:00;2020-04-27 10:22:00;2020-04-27 10:22:00;1;"no";"visit";NA;24.840938989073;55.3655450139195
"75_2018";"2018";2018-03-28 14:51:36;2018-04-10 12:42:00;2018-04-10 12:42:00;2018-05-06 11:42:00;2018-04-27 14:51:36;1;"no";"hde";NA;NA;NA
"75_2019";"2019";2019-04-01 10:10:00;2019-04-04 11:25:00;2019-04-05 10:10:00;2019-04-05 10:10:00;2019-04-05 10:10:00;5;"no";"visit";NA;24.838230041787;55.3932560048997
"75_2020";"2020";NA;2020-04-27 10:59:00;2020-04-27 10:59:00;2020-04-27 10:59:00;2020-04-27 10:59:00;2;"no";"visit";NA;24.8410229757428;55.3666759841144
"76_2018";"2018";2018-03-27 21:12:00;2018-04-12 08:36:00;2018-04-12 08:36:00;2018-05-08 07:37:00;2018-04-26 21:12:00;1;"no";"hde";NA;24.8406588433359;55.3325528146747
"76_2019";"2019";2019-04-04 14:45:00;2019-04-04 14:45:00;2019-04-08 08:20:00;2019-05-09 08:34:00;2019-05-04 14:45:00;1;"no";"hde";NA;24.8396483330898;55.3431423495008
"76_2020";"2020";2020-04-14 15:19:36;2020-04-27 13:10:00;2020-04-27 13:10:00;2020-06-14 12:50:00;2020-05-14 15:19:36;1;"no";"hde";NA;24.8380650021136;55.3894790355116
"77_2018";"2018";2018-03-25 21:00:00;2018-04-12 09:00:00;2018-04-12 09:00:00;2018-05-08 07:51:00;2018-04-24 21:00:00;1;"no";"hde";NA;24.8420607241821;55.3345640798714
"77_2019";"2019";2019-03-31 02:30:36;2019-04-05 14:09:00;2019-04-24 10:30:00;2019-05-01 17:00:00;2019-04-30 05:00:00;1;"no";"visit";NA;24.8393350280821;55.3563580289483
"77_2020";"2020";2020-04-06 14:00:36;2020-04-27 14:15:00;2020-04-27 14:15:00;2020-05-14 09:40:00;2020-05-06 14:00:36;1;"no";"hde";NA;24.8360090050846;55.3774449694902
"78_2018";"2018";2018-03-30 13:04:36;2018-04-12 10:55:00;2018-04-18 13:15:00;2018-04-29 11:40:00;2018-04-27 11:40:00;1;"no";"visit";NA;24.8405468611095;55.3380168097142
"78_2019";"2019";2019-03-31 16:00:36;2019-04-05 12:06:00;2019-05-06 09:15:00;2019-05-07 16:26:00;2019-05-06 16:26:00;1;"no";"hde";NA;24.8337510041892;55.3981409780681
"78_2020";"2020";2020-04-07 13:11:24;2020-04-27 14:45:00;2020-04-27 14:45:00;2020-06-08 13:30:00;2020-05-07 13:11:24;1;"no";"hde";NA;24.8373240418732;55.3752230107784
"79_2018";"2018";2018-04-07 10:34:48;2018-04-12 12:30:00;2018-05-06 08:20:00;2018-05-08 08:56:00;2018-05-06 20:56:00;1;"no";"visit";NA;24.8406388105873;55.3472798185471
"79_2019";"2019";2019-04-05 13:56:00;2019-04-05 13:56:00;2019-04-08 11:13:00;2019-05-07 14:13:00;2019-05-05 13:56:00;1;"no";"hde";NA;24.8394380788656;55.352563482518
"79_2020";"2020";NA;2020-04-28 09:10:00;2020-04-28 09:10:00;2020-04-30 11:20:00;2020-04-28 09:10:00;2;"no";"visit";NA;24.8351999837905;55.3713459614664
"8_2018";"2018";2018-03-05 11:13:36;2018-03-15 16:16:00;2018-04-07 07:30:00;2018-04-10 13:35:00;2018-04-06 07:30:00;1;"no";"logger";NA;24.8375003550574;55.3882713918337
"8_2019";"2019";2019-02-07 12:54:00;2019-02-19 15:18:00;2019-03-16 10:03:00;2019-03-16 09:32:00;2019-03-15 10:03:00;1;"no";"logger";NA;24.8370220419019;55.37542803213
"8_2020";"2020";2020-02-22 10:40:48;2020-02-27 12:36:00;2020-03-17 08:41:00;2020-03-24 09:20:00;2020-03-22 09:20:00;1;"no";"visit";NA;24.8400029819459;55.3493149671704
"80_2018";"2018";NA;2018-04-12 12:55:00;2018-05-14 04:30:00;2018-05-14 09:10:00;2018-05-13 16:30:00;1;"no";"logger";NA;24.8394168129239;55.3522838147406
"80_2019";"2019";2019-04-06 13:10:00;2019-04-06 13:10:00;2019-05-01 16:50:00;2019-05-01 16:47:00;2019-05-01 16:50:00;5;"no";"logger";NA;24.8417520336807;55.3435389976948
"80_2020";"2020";2020-04-23 20:51:24;2020-04-28 09:49:00;2020-04-28 09:49:00;2020-06-14 08:35:00;2020-05-22 11:45:00;1;"no";"visit";NA;24.839212987572;55.3548109810799
"81_2018";"2018";2018-04-02 11:31:24;2018-04-16 11:17:00;2018-04-29 12:43:00;2018-05-06 09:25:00;2018-05-02 11:31:24;1;"no";"hde";NA;24.839344020691;55.3564181243755
"81_2019";"2019";2019-04-06 13:20:59;2019-04-06 13:21:00;2019-04-06 13:21:00;2019-05-02 12:00:00;2019-04-06 13:21:00;2;"no";"visit";NA;24.8421220108867;55.3420119825751
"81_2020";"2020";2020-03-29 11:54:00;2020-04-28 11:54:00;2020-04-28 11:54:00;2020-04-28 11:54:00;2020-04-28 11:54:00;1;"no";"visit";NA;24.8404309619218;55.3274589870125
"82_2018";"2018";2018-04-12 14:53:00;2018-04-16 14:53:00;2018-04-18 11:30:00;2018-05-08 09:38:00;2018-05-07 09:38:00;1;"no";"hde";NA;24.8402929820422;55.3519300969827
"82_2019";"2019";2019-04-06 13:56:00;2019-04-06 13:56:00;2019-04-08 14:38:00;2019-04-14 14:40:00;2019-04-08 14:38:00;2;"no";"visit";NA;24.8400500044227;55.3407070040703
"82_2020";"2020";2020-04-09 12:50:36;2020-04-30 13:05:00;2020-05-07 17:30:00;2020-05-19 10:20:00;2020-05-06 17:30:00;1;"no";"logger";NA;24.8414350301027;55.3557619918138
"83_2018";"2018";2018-03-29 12:48:48;2018-04-22 12:20:00;2018-05-20 09:34:00;2018-05-20 09:34:00;2018-05-20 09:34:00;5;"no";"visit";NA;24.8402932261078;55.3442294646456
"83_2019";"2019";2019-04-03 10:14:48;2019-04-08 12:10:00;2019-04-08 12:10:00;2019-04-08 12:10:00;2019-04-08 12:10:00;5;"no";"visit";NA;24.838953986764;55.3508910164237
"83_2020";"2020";2020-04-17 14:09:36;2020-05-03 09:40:00;2020-05-03 09:40:00;2020-05-05 11:51:00;2020-05-04 10:45:30;0;"no";"half_rule";NA;24.8407189641148;55.3295139782131
"84_2018";"2018";2018-04-07 11:24:12;2018-04-22 13:05:00;2018-04-29 14:13:00;2018-05-06 08:50:00;2018-05-04 08:50:00;1;"no";"visit";NA;24.8396296424679;55.350154782643
"84_2019";"2019";2019-04-08 13:29:00;2019-04-08 13:29:00;2019-05-09 13:00:00;2019-05-09 12:32:00;2019-05-09 01:00:00;1;"no";"logger";NA;24.8409399949014;55.3675740212202
"84_2020";"2020";2020-04-29 12:32:00;2020-05-03 12:32:00;2020-05-03 12:32:00;2020-06-30 14:40:00;2020-05-29 12:32:00;1;"no";"hde";NA;24.8320830054581;55.3760509751737
"85_2018";"2018";2018-04-18 13:20:00;2018-04-22 13:20:00;2018-05-19 20:00:00;2018-05-20 10:41:00;2018-05-18 20:00:00;1;"no";"logger";NA;24.8399755733385;55.3492816414462
"85_2019";"2019";2019-04-02 01:34:48;2019-04-14 13:42:00;2019-04-14 13:42:00;2019-05-05 13:22:00;2019-05-02 01:34:48;1;"no";"hde";NA;24.8401869647205;55.3348669968545
"85_2020";"2020";2020-04-29 12:48:00;2020-05-03 12:48:00;2020-05-03 12:48:00;2020-05-28 11:50:00;2020-05-03 12:48:00;2;"no";"visit";NA;24.8326959740371;55.3775120247155
"86_2018";"2018";2018-04-09 17:59:36;2018-04-22 15:50:00;2018-05-13 02:00:00;2018-05-14 09:32:00;2018-05-12 02:00:00;1;"no";"logger";NA;24.843502823082;55.3670767841909
"86_2019";"2019";2019-04-09 13:59:48;2019-04-14 15:55:00;2019-05-09 13:30:00;2019-05-09 12:46:00;2019-05-09 01:30:00;1;"no";"logger";NA;24.8423639964312;55.3675600234419
"86_2020";"2020";2020-04-20 15:09:36;2020-05-03 13:00:00;2020-05-03 13:00:00;2020-05-28 11:55:00;2020-05-20 15:09:36;1;"no";"hde";NA;24.8325300123543;55.3793680295348
"87_2018";"2018";2018-04-09 06:00:00;2018-04-22 16:48:00;2018-04-22 16:48:00;2018-05-10 11:45:00;2018-05-08 11:45:00;1;"no";"visit";NA;24.8363870731227;55.3782361088615
"87_2019";"2019";2019-04-04 12:37:36;2019-04-14 17:40:00;2019-05-04 15:00:00;2019-05-08 12:00:00;2019-05-05 15:00:00;1;"no";"hde";NA;24.8341609630734;55.378618016839
"87_2020";"2020";2020-04-07 16:30:12;2020-05-03 13:23:00;2020-05-03 13:23:00;2020-05-17 12:30:00;2020-05-03 13:23:00;2;"no";"visit";NA;24.8336899839342;55.3797889687121
"88_2018";"2018";2018-04-18 17:05:00;2018-04-22 17:05:00;2018-04-22 17:05:00;2018-05-06 11:15:00;2018-04-29 14:10:00;0;"no";"half_rule";NA;24.835777809662;55.3788228480194
"88_2019";"2019";NA;2019-04-17 11:07:00;2019-05-09 07:04:00;2019-05-13 11:16:00;2019-05-11 19:22:00;1;"no";"visit";NA;24.8418080247939;55.3326519951224
"88_2020";"2020";2020-04-03 14:01:00;2020-05-03 14:01:00;2020-05-03 14:01:00;2020-05-03 14:01:00;2020-05-03 14:01:00;1;"no";"visit";NA;24.8325539845973;55.3764819726348
"89_2018";"2018";2018-04-17 15:34:48;2018-04-22 17:30:00;2018-05-19 13:30:00;2018-05-20 11:50:00;2018-05-19 01:30:00;1;"no";"logger";NA;24.8374740114563;55.3881099392403
"89_2019";"2019";2019-04-12 09:34:48;2019-04-17 11:30:00;2019-05-12 08:29:00;2019-05-12 08:21:00;2019-05-11 20:29:00;1;"no";"logger";NA;24.841056186283;55.3290112225756
"89_2020";"2020";2020-04-17 17:00:48;2020-05-03 14:08:00;2020-05-03 14:08:00;2020-06-14 11:35:00;2020-05-17 17:00:48;1;"no";"hde";NA;24.834180995822;55.3740779589862
"9_2018";"2018";2018-03-02 18:59:36;2018-03-15 16:50:00;2018-03-26 13:20:00;2018-03-27 10:08:00;2018-03-26 01:20:00;1;"no";"logger";NA;24.8374128675137;55.3897878022913
"9_2019";"2019";2019-02-09 10:50:00;2019-02-09 10:50:00;2019-03-17 12:10:00;2019-03-17 12:00:00;2019-03-16 12:10:00;1;"no";"logger";NA;24.8364890366793;55.371838985011
"9_2020";"2020";2020-02-17 12:08:36;2020-03-01 09:59:00;2020-03-18 15:08:00;2020-03-29 14:41:00;2020-03-19 15:08:00;1;"no";"hde";NA;24.840248990804;55.3442549798638
"90_2018";"2018";2018-03-31 10:48:48;2018-04-24 10:20:00;2018-04-24 10:20:00;2018-05-08 07:32:00;2018-04-30 10:48:48;1;"no";"hde";NA;24.8417155653807;55.3337743315907
"90_2019";"2019";2019-04-13 12:35:00;2019-04-17 12:35:00;2019-04-17 12:35:00;2019-05-21 10:33:00;2019-05-13 12:35:00;1;"no";"hde";NA;24.8400716573188;55.3463244849599
"90_2020";"2020";2020-04-05 10:23:00;2020-05-05 10:23:00;2020-05-05 10:23:00;2020-05-05 10:23:00;2020-05-05 10:23:00;1;"no";"visit";NA;24.8426049761474;55.3399490285665
"91_2018";"2018";2018-04-11 22:29:48;2018-04-24 10:37:00;2018-05-14 15:42:00;2018-05-24 11:22:00;2018-05-15 15:42:00;1;"no";"hde";NA;24.8414888193879;55.3352318385664
"91_2019";"2019";2019-04-13 13:12:00;2019-04-17 13:12:00;2019-04-17 13:12:00;2019-04-17 13:12:00;2019-04-17 13:12:00;5;"no";"visit";NA;24.8414101438769;55.3510905478351
"91_2020";"2020";2020-04-05 11:35:00;2020-05-05 11:35:00;2020-05-05 11:35:00;2020-05-05 11:35:00;2020-05-05 11:35:00;1;"no";"visit";NA;24.8401009663939;55.3273800294846
"92_2018";"2018";2018-04-04 10:20:24;2018-04-24 11:54:00;2018-04-24 11:54:00;2018-05-08 08:20:00;2018-04-24 11:54:00;2;"no";"visit";NA;24.8412924202933;55.3400035183228
"92_2019";"2019";2019-04-05 12:31:00;2019-04-17 14:55:00;2019-04-17 14:55:00;2019-05-08 09:30:00;2019-05-05 12:31:00;1;"no";"hde";NA;24.8363290261477;55.3724940307438
"92_2020";"2020";2020-05-05 12:25:00;2020-05-05 12:25:00;2020-06-09 12:00:00;2020-06-10 13:00:00;2020-06-08 12:00:00;1;"no";"logger";NA;24.8404479771852;55.340323029086
"93_2018";"2018";2018-04-19 23:30:24;2018-04-24 12:28:00;2018-05-08 08:25:00;2018-05-24 11:10:00;2018-05-19 23:30:24;1;"no";"hde";NA;24.8403828272644;55.340299788681
"93_2019";"2019";2019-04-12 13:54:48;2019-04-17 15:50:00;2019-06-17 07:30:00;2019-06-17 07:27:00;2019-06-17 07:30:00;5;"no";"logger";NA;24.8350802563386;55.379562053238
"93_2020";"2020";2020-04-24 14:44:36;2020-05-07 12:35:00;2020-05-07 12:35:00;2020-05-14 10:28:00;2020-05-10 23:31:30;0;"no";"half_rule";NA;24.8363680019975;55.3941279742867
"94_2018";"2018";2018-03-25 12:54:00;2018-04-24 12:54:00;2018-04-24 12:54:00;2018-04-24 12:54:00;2018-04-24 12:54:00;1;"no";"visit";NA;24.8393928406808;55.3418038373861
"94_2019";"2019";2019-04-12 14:49:48;2019-04-17 16:45:00;2019-05-08 14:50:00;2019-05-14 08:33:00;2019-05-11 02:22:00;1;"no";"visit";NA;24.8372500296682;55.3925110213458
"94_2020";"2020";2020-05-03 13:00:00;2020-05-07 13:00:00;2020-05-07 13:00:00;2020-05-31 15:00:00;2020-05-30 15:00:00;1;"no";"hde";NA;24.8383150342852;55.3947570361197
"95_2018";"2018";2018-04-03 14:37:36;2018-04-24 14:52:00;2018-04-24 14:52:00;2018-05-08 11:55:00;2018-05-03 14:37:36;1;"no";"hde";NA;24.835045818058;55.3736908601645
"95_2019";"2019";2019-04-12 15:47:48;2019-04-17 17:43:00;2019-05-12 09:00:00;2019-05-13 12:38:00;2019-05-10 22:00:00;1;"no";"logger";NA;24.8403000365943;55.3560179751366
"95_2020";"2020";2020-05-09 22:15:24;2020-05-14 11:13:00;2020-06-12 00:00:00;2020-06-24 12:53:00;2020-06-11 12:00:00;1;"no";"logger";NA;NA;NA
"96_2018";"2018";2018-04-19 03:38:36;2018-04-24 15:17:00;2018-04-24 15:17:00;2018-05-22 08:53:00;2018-05-19 03:38:36;1;"no";"hde";NA;24.8349803178687;55.3767193806607
"96_2019";"2019";2019-04-17 11:47:00;2019-04-21 11:47:00;2019-05-24 05:00:00;2019-05-26 12:20:00;2019-05-23 17:00:00;1;"no";"logger";NA;24.8403540276333;55.3402565230884
"96_2020";"2020";2020-05-06 20:39:30;2020-05-10 10:47:00;2020-06-09 19:00:00;2020-06-10 08:25:00;2020-06-08 19:00:00;1;"no";"logger";NA;24.8414089623839;55.3520499821752
"97_2018";"2018";2018-04-11 18:02:36;2018-04-24 15:53:00;2018-04-24 15:53:00;2018-05-22 09:13:00;2018-05-11 18:02:36;1;"no";"hde";NA;24.8328483738462;55.3815231745259
"97_2019";"2019";2019-04-16 11:26:48;2019-04-21 13:22:00;2019-05-14 08:00:00;2019-05-21 11:55:00;2019-05-13 08:00:00;1;"no";"logger";NA;24.8426489811391;55.3664550371468
"97_2020";"2020";2020-05-08 10:35:00;2020-05-12 10:35:00;2020-06-01 09:10:00;2020-06-24 08:35:00;2020-06-07 10:35:00;1;"no";"hde";NA;24.8400619905442;55.3492800146341
"98_2018";"2018";2018-04-20 17:35:00;2018-04-24 17:35:00;2018-05-14 10:47:00;2018-06-04 10:00:00;2018-05-20 17:35:00;1;"no";"hde";NA;24.8378368645977;55.387288698157
"98_2019";"2019";2019-04-17 14:29:00;2019-04-21 14:29:00;2019-05-14 12:00:00;2019-05-21 12:30:00;2019-05-17 14:29:00;1;"no";"hde";NA;24.833549896525;55.3719951399605
"98_2020";"2020";2020-05-07 22:03:24;2020-05-12 11:01:00;2020-06-08 02:30:00;2020-06-10 09:22:00;2020-06-07 14:30:00;1;"no";"logger";NA;24.8403660021722;55.3472919948399
"99_2018";"2018";2018-04-20 17:59:00;2018-04-24 17:59:00;2018-04-24 17:59:00;2018-04-24 17:59:00;2018-04-24 17:59:00;5;"no";"visit";NA;24.8338588632754;55.3963508831765
"99_2019";"2019";2019-04-09 02:42:48;2019-04-21 14:50:00;2019-05-08 10:39:00;2019-05-14 11:23:00;2019-05-09 10:39:00;1;"no";"hde";NA;24.8339349869639;55.3722569905222
"99_2020";"2020";2020-04-27 10:09:12;2020-05-12 11:50:00;2020-05-25 17:23:00;2020-06-03 13:05:00;2020-05-27 10:09:12;1;"no";"hde";NA;24.8401560354978;55.3365990333259
